frame.encap_type,frame.len,frame.protocols,ip.hdr_len,ip.len,ip.flags.rb,ip.flags.df,p.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,tcp.ack,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,tcp.window_size,tcp.time_delta
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46048,80,0,4083020442,0,0,0,0,0,1,0,0,0,0,64128,0.041268000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46050,80,0,3908179758,0,0,0,0,0,1,0,0,0,0,64128,0.042229000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46046,80,0,359493572,0,0,0,0,0,1,0,0,0,0,64128,0.043222000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46054,80,0,3624614027,0,0,0,0,0,1,0,0,0,0,64128,0.040991000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46052,80,0,1359094953,0,0,0,0,0,1,0,0,0,0,64128,0.042081000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46058,80,0,945465943,0,0,0,0,0,1,0,0,0,0,64128,0.041363000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46056,80,0,1989465282,0,0,0,0,0,1,0,0,0,0,64128,0.043738000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46060,80,0,1004957137,0,0,0,0,0,1,0,0,0,0,64128,0.042983000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46062,80,0,1241034637,0,0,0,0,0,1,0,0,0,0,64128,0.044145000
1,66,eth:ethertype:ip:tcp,20,52,0,1,0,0,64,6,172.16.129.131,172.16.129.130,46064,80,0,1234241503,0,0,0,0,0,1,0,0,0,0,64128,0.044045000
